AP,AT,PE,RH,V
1016.7,11.01,477.3,81.48,43.69
1005.93,26.31,432.89,63.9,66.48
1018.78,9.99,471.6,85.68,42.07
1026.95,12.84,475.59,69.86,40.8
1004.64,21.07,446.05,86.16,67.07
1020.15,17.7,455.5,69.8,38.52
1021.16,14.36,462.25,73.43,41.26
1011.28,24.0,447.16,74.32,58.05
1013.89,12.17,463.03,88.98,41.58
1009.82,19.58,449.44,100.1,50.12
1010.07,25.73,437.07,55.97,66.54
1009.99,23.85,441.66,82.72,74.22
1010.31,26.45,433.44,74.33,73.5
1010.48,20.95,450.39,67.97,44.89
1012.49,21.29,445.37,84.23,59.04
1019.87,14.32,460.02,79.15,71.14
1009.26,19.65,444.9,99.08,63.91
1017.07,28.09,436.94,70.98,77.95
1007.91,33.87,435.89,39.48,71.32
1011.14,13.72,455.52,75.79,41.62
1026.49,9.47,479.68,87.9,41.4
1000.45,32.19,425.21,48.22,69.13
1007.19,18.73,450.74,79.23,46.48
1020.95,6.09,485.96,71.15,43.65
1017.99,24.43,436.5,74.27,67.25
1002.07,25.24,433.86,81.22,66.54
1009.59,26.26,430.79,80.06,71.73
1013.03,26.15,439.11,59.77,64.27
1032.72,7.77,479.4,72.8,41.82
1010.75,27.92,442.87,45.26,63.07
1010.94,31.62,439.09,58.93,64.05
1017.8,12.47,467.18,95.25,45.01
1008.65,31.41,430.37,68.5,74.16
1002.42,32.63,432.79,40.07,74.99
1014.21,21.97,448.91,85.93,58.12
1010.11,22.68,443.86,82.8,58.82
1020.64,10.82,473.23,90.26,44.63
1005.45,32.37,430.35,47.98,68.67
1025.82,10.89,478.23,81.18,40.81
1011.2,25.45,430.2,82.48,70.04
1021.83,10.91,470.91,94.99,42.34
1011.28,6.75,483.77,90.84,39.4
1013.43,21.36,456.85,83.64,45.61
1012.84,23.45,454.92,73.42,45.61
1017.51,4.04,486.86,87.35,35.47
1000.67,15.4,469.18,79.71,38.73
1003.64,25.54,443.55,47.4,49.16
1019.12,22.61,441.2,66.12,59.87
1015.18,8.62,482.99,89.59,39.66
1020.92,13.84,462.46,74.74,41.26
1002.46,21.31,440.97,73.42,69.05
1013.9,28.54,439.28,49.4,58.33
1015.14,20.35,447.64,69.22,67.45
1014.27,24.54,446.26,40.77,65.46
1018.58,5.84,482.1,82.73,40.62
1009.51,26.47,433.89,65.02,69.51
1015.15,10.79,479.64,73.01,43.56
1017.95,18.3,456.32,63.24,44.06
1013.02,28.79,432.51,62.84,68.51
1009.07,23.07,444.22,84.1,49.02
999.06,31.25,432.22,69.85,74.34
1007.73,18.16,463.69,70.54,39.99
1014.05,25.06,437.27,69.02,74.33
1014.24,26.71,439.33,66.45,59.39
1017.42,26.45,436.89,74.5,75.6
1005.12,18.67,454.47,82.97,47.83
1021.46,10.29,479.58,90.6,40.0
1009.74,5.52,492.39,95.25,39.33
1012.86,23.41,454.68,70.12,54.42
1003.36,29.91,434.93,69.34,74.9
1014.32,19.92,459.39,69.17,46.97
1013.25,26.85,444.39,52.84,63.56
1017.81,23.59,448.09,66.68,58.62
1012.63,22.72,448.56,82.14,63.73
1017.96,20.3,451.86,75.17,62.52
1013.52,17.0,458.94,88.32,45.09
1019.27,8.89,483.82,82.87,41.54
1015.82,12.61,461.37,91.9,41.79
1007.29,28.9,427.41,64.77,71.94
1012.18,5.49,490.84,79.33,38.5
1018.4,12.91,466.05,86.5,42.07
1027.34,9.45,475.49,86.66,41.4
1008.53,27.47,431.11,58.72,69.98
1021.64,5.79,489.6,85.41,39.61
1009.29,21.92,443.31,88.56,49.02
1012.14,27.07,442.71,63.93,65.59
1013.08,20.6,451.44,62.48,66.86
1015.0,30.73,426.79,58.9,69.89
1002.64,26.31,440.06,60.04,48.6
1021.56,19.98,457.54,63.89,49.15
1012.67,21.31,451.96,69.36,58.66
1016.43,11.48,478.53,80.15,44.58
1012.51,23.33,436.33,91.29,73.18
1016.36,14.05,465.74,68.58,40.71
1027.9,10.06,477.68,71.73,34.69
1020.12,6.86,490.23,79.14,41.17
1008.09,28.87,435.57,64.29,57.19
1010.13,24.83,442.2,70.18,62.4
1025.21,10.42,470.81,95.69,39.96
1009.97,27.51,440.81,66.14,63.73
1006.63,23.97,441.53,76.83,68.67
1016.84,27.22,436.81,64.88,68.3
1022.77,11.54,482.34,80.79,45.0
1014.4,21.44,454.5,54.22,48.98
1007.84,25.1,447.27,75.75,61.47
1010.63,22.84,442.72,51.67,61.87
1011.61,26.03,449.54,60.75,69.68
1016.74,18.9,449.32,87.65,58.46
1015.28,11.75,470.44,77.25,42.32
1007.52,27.37,433.34,89.12,76.09
1009.33,17.73,453.94,76.68,43.72
1020.77,20.01,457.01,74.46,56.65
1016.28,7.89,483.82,84.66,39.37
1025.63,11.53,469.04,88.54,41.14
1019.46,13.46,467.4,71.73,41.4
1014.82,13.74,471.11,77.48,39.35
1016.63,13.77,468.45,62.13,43.13
1015.3,20.25,453.81,82.69,59.8
1015.93,10.75,474.71,79.27,40.81
1012.9,11.77,478.51,85.8,39.39
1026.2,9.29,473.51,97.55,39.96
1006.3,15.15,468.64,86.16,41.35
1020.5,16.96,458.1,77.53,44.9
1013.16,27.01,439.81,53.02,65.06
1007.62,12.74,463.96,97.64,44.03
1017.64,5.21,486.08,78.62,43.65
1031.45,8.18,478.81,73.66,40.02
1014.79,20.13,453.49,63.57,60.07
1013.79,31.54,433.02,36.99,67.32
1016.14,19.79,451.37,73.54,64.45
1012.77,14.96,467.16,42.93,43.02
1025.39,9.0,468.5,99.22,40.78
1022.3,16.47,461.54,72.29,38.01
1014.31,16.0,458.46,60.02,45.09
1012.29,25.42,437.06,85.86,73.17
1010.79,9.27,480.29,79.56,39.64
1011.01,6.85,483.12,84.53,37.49
1013.43,30.49,438.09,51.73,64.44
1013.96,4.81,479.8,86.94,42.85
1009.21,29.93,430.75,54.59,69.48
1018.96,21.93,440.76,76.8,60.84
1015.9,13.35,473.17,66.04,41.44
1014.83,32.44,434.97,50.69,77.95
1008.57,11.8,469.55,78.01,43.22
1016.5,24.4,447.73,70.96,60.32
1010.09,21.92,446.71,89.7,58.79
1015.09,8.27,479.16,73.64,37.7
1013.15,7.0,483.06,89.64,36.24
1015.46,20.74,452.99,76.39,59.8
1014.36,12.58,473.02,91.72,43.67
1022.53,24.22,449.11,60.79,62.08
1019.76,18.43,458.75,39.99,44.63
1019.49,12.52,463.22,76.11,71.14
1005.99,19.18,444.56,100.09,50.12
1019.29,13.51,464.86,77.24,44.9
1007.36,26.38,434.02,76.91,70.47
1020.09,11.65,476.4,67.96,41.54
1008.55,10.31,474.16,99.31,37.5
1019.02,15.37,463.35,98.2,50.59
1012.95,29.89,438.24,51.36,65.74
1006.29,31.53,438.71,57.11,70.36
1004.82,6.25,484.26,52.71,39.48
1010.13,29.09,443.27,48.06,70.02
1013.21,12.0,473.68,86.75,41.5
1006.43,18.61,454.21,78.89,47.83
1006.99,16.34,466.24,90.06,36.99
1013.61,28.12,448.72,39.67,58.33
1020.79,12.64,465.78,83.66,41.26
1012.44,26.1,446.05,60.91,62.91
1016.02,8.07,467.56,76.26,43.41
1010.38,27.5,430.9,73.44,68.24
1011.73,28.44,433.21,77.3,77.54
1009.0,28.31,429.57,77.56,71.85
1021.14,22.72,453.13,60.34,64.15
1007.31,22.79,448.91,69.36,44.57
1012.17,17.08,457.81,81.5,40.12
1025.48,15.6,457.49,64.43,41.04
1008.71,22.07,444.01,81.29,48.41
1016.45,24.16,443.75,73.27,66.05
1007.25,14.93,463.2,72.35,39.16
1013.65,11.99,469.23,91.31,38.28
1019.47,16.85,460.84,81.28,52.9
1010.0,24.82,440.88,60.36,66.54
1010.46,21.67,440.16,96.83,69.71
1013.95,18.06,461.27,62.21,43.14
1008.46,30.05,427.55,76.82,66.44
1019.9,18.36,453.5,79.09,62.1
1007.77,32.02,426.55,53.31,67.83
1006.39,24.61,437.01,79.08,62.39
1015.47,8.41,484.34,93.42,39.16
1025.5,8.94,477.62,80.45,36.71
1013.49,22.57,443.58,81.61,63.94
1020.39,9.92,469.65,95.41,40.64
1006.75,26.51,440.22,65.34,50.05
1015.12,24.93,455.39,64.8,47.01
1017.18,24.43,441.4,57.73,58.95
1011.76,12.28,468.0,77.07,39.96
1019.88,9.75,474.31,62.31,35.76
1026.03,10.94,476.32,80.79,40.81
1011.12,25.37,441.76,70.99,68.31
1016.61,23.82,445.0,75.29,60.32
1024.38,9.26,460.72,74.82,40.11
1004.44,24.57,432.41,83.15,66.54
1007.94,29.55,430.98,84.45,72.29
1012.89,27.37,439.15,60.11,63.31
1013.36,11.83,473.31,85.33,38.25
1010.97,22.32,441.87,83.16,70.47
1009.14,5.8,481.6,92.06,45.87
1006.4,25.41,436.59,87.4,69.14
1010.15,24.89,436.39,65.65,66.49
1009.82,18.12,453.29,100.09,50.16
1009.69,28.14,435.35,64.66,61.47
1019.48,12.0,474.4,58.71,41.17
1016.19,15.62,467.95,53.95,35.4
1019.32,11.29,473.74,58.91,35.76
1009.98,17.99,451.38,100.09,50.16
1013.6,4.87,482.22,92.3,42.85
1012.01,19.25,451.08,73.26,43.43
1013.91,11.74,473.84,90.57,40.6
1016.21,13.43,475.36,73.01,43.69
1007.05,25.33,434.68,85.31,71.32
1019.45,19.26,467.72,51.32,44.34
1011.99,17.89,451.79,76.52,40.12
1004.54,30.57,438.49,54.37,58.9
1019.31,7.45,485.6,86.32,43.13
1012.19,24.03,438.08,69.15,66.54
1016.06,8.03,488.02,47.46,40.07
1009.89,28.06,431.7,66.07,70.04
1018.22,10.06,471.86,70.22,39.61
1022.04,9.68,473.73,85.23,40.77
1008.42,26.38,432.25,86.25,69.88
1023.64,10.84,474.49,87.1,39.18
1020.53,7.05,476.75,89.67,40.69
1011.48,13.34,461.12,86.66,41.79
1013.3,24.39,443.65,77.53,63.77
1008.98,24.26,438.6,81.58,69.71
1022.89,8.23,474.52,98.03,41.01
1024.13,13.15,462.3,79.59,40.78
1008.29,31.35,430.16,72.26,71.97
1017.33,22.88,447.14,66.26,65.48
1013.8,25.44,444.61,66.72,56.57
1008.95,27.79,427.67,87.35,71.85
1015.87,21.99,446.96,80.72,57.5
1005.83,13.35,474.68,49.75,40.27
1005.88,28.63,427.35,64.73,66.56
1013.64,12.78,468.67,77.56,44.6
1021.82,8.37,476.02,86.03,40.92
1013.15,11.93,474.57,96.08,38.78
1014.84,21.03,450.64,71.72,63.86
1016.2,27.2,442.54,44.95,65.12
1010.19,26.93,434.1,62.12,75.23
1015.35,12.76,466.15,78.18,42.32
1016.15,8.55,481.44,73.32,35.77
1009.72,14.66,465.73,91.56,40.89
1005.87,10.36,472.62,98.56,37.83
1004.99,21.54,440.8,92.87,66.54
1011.26,14.02,465.87,48.62,41.78
1027.35,12.35,476.88,72.69,40.8
1014.16,25.89,445.17,52.95,58.86
1019.6,22.05,447.95,58.83,61.27
1007.9,32.06,426.07,56.44,71.85
1015.36,24.55,447.3,62.45,57.5
1006.59,27.23,427.39,77.94,71.77
1014.85,24.29,449.98,67.28,57.5
1002.44,30.4,438.43,59.42,77.3
1018.48,26.5,431.23,61.62,66.75
1008.48,10.42,472.54,96.76,41.26
1010.19,15.79,458.09,84.61,44.89
1020.62,15.79,465.62,76.22,49.15
1005.57,30.3,431.57,58.74,73.67
1011.07,25.58,447.16,61.47,64.45
1012.8,12.36,468.37,93.59,48.04
1005.08,10.56,478.02,89.71,40.22
1010.11,30.01,425.75,62.42,69.13
1017.44,14.91,458.99,86.91,40.73
1006.28,15.9,464.03,78.2,41.35
1022.78,8.91,478.38,98.0,43.52
1009.17,26.88,440.13,61.26,61.5
1015.32,14.78,471.17,84.75,42.86
1009.95,30.95,430.47,50.02,71.58
1013.6,17.9,452.28,85.81,58.33
1011.05,13.96,468.82,85.72,39.54
1010.04,29.85,432.26,58.66,71.58
1024.67,14.07,456.71,72.66,40.78
1006.65,25.26,442.76,64.64,52.3
1021.84,10.07,471.71,84.18,40.92
1021.18,15.66,467.57,88.62,43.99
1032.14,6.25,481.38,80.22,40.02
1009.65,27.71,435.04,58.38,69.51
1018.17,12.75,465.44,94.67,42.34
1009.1,21.44,446.17,84.94,51.19
1006.31,32.98,440.28,47.55,73.88
1007.44,27.54,430.72,75.91,74.22
1006.48,11.68,474.8,96.16,40.55
1018.49,8.02,479.53,68.07,39.04
1019.54,19.15,468.8,48.09,44.34
1010.26,18.53,440.64,97.8,63.91
1007.47,30.82,432.22,59.3,76.2
1017.74,22.9,438.62,74.53,67.25
1007.84,22.18,452.31,85.74,62.39
1016.74,3.69,490.78,82.87,38.44
1008.12,19.89,453.09,67.3,44.9
1012.35,23.36,436.39,78.09,65.18
1029.91,13.58,467.15,70.41,44.47
1007.93,25.88,445.65,68.71,61.47
1020.2,6.57,487.94,77.37,39.37
1010.7,10.51,474.24,96.29,37.5
1007.49,26.14,433.25,81.72,72.99
1020.83,13.31,462.87,79.55,41.26
1007.12,14.01,469.23,69.69,42.99
1026.79,8.64,482.15,80.88,34.69
1012.26,24.88,434.85,84.96,73.17
1013.31,23.28,444.17,53.0,69.51
1016.34,25.6,441.88,66.6,58.46
1009.82,27.0,434.94,64.43,73.17
1011.38,25.69,436.36,74.08,62.26
1011.11,20.77,450.32,81.09,60.1
1025.63,12.45,474.73,66.26,40.81
1004.95,27.32,431.33,72.58,66.54
1004.53,25.51,433.02,80.03,67.69
1026.4,17.45,454.67,66.67,49.64
1006.77,24.4,440.64,82.43,60.37
1018.85,18.98,454.6,63.16,38.52
1023.29,9.48,478.66,92.9,44.68
1018.02,12.04,464.45,88.91,41.58
1009.01,26.11,445.36,56.09,47.43
1006.73,25.28,432.26,86.69,71.94
1012.39,27.46,439.72,66.09,61.86
1016.59,12.42,469.59,90.01,40.24
1002.19,32.49,435.43,34.58,74.99
1013.62,26.16,453.08,58.52,52.36
1010.35,23.39,444.03,48.91,61.87
1021.29,21.12,456.92,52.9,49.15
1017.7,19.94,448.67,68.94,65.46
1012.31,26.15,441.23,76.44,63.21
1013.04,13.93,470.39,73.51,38.91
1015.3,12.87,475.77,86.67,45.51
1010.77,28.29,430.93,53.92,68.08
1024.62,7.78,484.65,85.15,39.18
1015.38,21.11,453.28,77.78,58.12
1012.23,23.97,447.44,90.18,64.05
1018.58,25.71,444.35,66.23,66.05
1016.23,24.7,454.42,62.03,50.23
1012.11,10.32,479.17,81.49,38.91
1012.09,11.46,477.99,86.2,39.82
1007.48,10.53,475.96,98.74,41.26
1015.95,21.91,450.23,72.87,58.62
1012.67,25.35,438.17,70.36,65.18
1009.67,22.77,437.9,94.09,59.92
1009.36,22.28,437.85,95.38,59.92
1005.18,18.94,455.19,78.59,47.83
1011.16,6.92,483.61,96.2,41.26
1014.07,23.07,446.19,46.77,65.46
1015.12,13.89,470.88,64.99,43.7
1016.72,14.13,467.08,64.85,53.82
1022.56,7.4,484.29,87.67,40.72
1028.68,6.17,483.77,90.59,36.25
1012.84,10.8,462.84,93.84,41.62
1003.6,32.77,433.84,52.87,72.86
1006.49,29.56,432.85,82.95,70.4
1009.35,31.05,441.67,55.27,62.7
1020.99,8.85,486.4,86.05,41.06
1007.82,31.15,431.37,64.96,69.59
1005.69,28.18,426.79,65.67,66.56
1019.73,10.24,479.78,82.04,41.17
998.93,28.38,432.02,73.85,72.39
1017.52,15.46,461.2,93.32,44.88
1016.05,19.97,450.06,70.58,59.14
1013.34,28.36,434.54,42.82,68.08
1019.46,15.09,468.8,60.49,44.34
1016.51,10.72,474.64,80.26,40.81
1015.14,16.37,461.15,73.11,52.9
1013.17,24.66,445.41,71.82,57.43
1012.65,26.44,444.78,48.02,54.2
1027.45,6.3,481.49,86.11,41.14
1002.54,23.56,443.02,69.07,49.16
1025.63,8.73,474.44,69.87,39.42
1013.94,14.49,468.4,88.2,42.86
1009.81,20.26,448.4,93.12,50.32
1024.8,13.56,475.89,63.6,40.8
1010.02,29.01,430.26,57.35,70.04
1011.74,19.78,456.84,89.34,54.42
1014.29,19.24,452.64,72.97,56.89
1026.34,8.36,487.79,82.76,40.71
1017.91,27.08,441.16,59.1,66.05
1010.99,9.3,477.02,88.12,43.14
1020.68,6.29,485.8,70.14,43.65
1010.97,21.33,451.95,78.36,60.1
1018.36,14.55,458.82,89.12,40.73
1010.05,24.54,445.11,59.13,44.89
1006.34,24.28,432.47,90.45,71.98
1010.5,23.45,442.48,80.77,69.04
1015.81,5.62,483.13,85.34,40.62
1019.15,20.82,454.62,72.46,57.76
1014.36,6.06,480.74,83.94,43.65
1014.34,21.24,444.0,83.39,44.3
1012.02,18.32,454.46,70.0,66.86
1015.62,9.44,471.32,81.16,40.0
1013.02,17.36,466.36,79.59,43.96
1004.09,26.95,430.07,75.35,70.79
1013.06,21.0,451.89,59.7,66.86
1011.12,29.36,434.29,64.17,78.05
995.02,14.84,464.85,88.0,41.23
1013.83,27.21,436.47,43.26,67.45
1010.71,25.44,436.67,66.44,75.23
1017.54,30.84,432.03,40.69,66.75
1013.87,20.55,448.83,58.09,65.46
1007.75,12.27,467.1,92.02,49.83
1011.52,24.49,441.8,85.12,65.59
1008.27,26.65,431.47,94.54,74.16
1007.45,21.46,444.12,95.33,58.18
1000.5,27.24,430.94,86.28,71.25
1012.31,19.86,462.86,53.9,41.67
1000.91,34.48,433.94,42.61,74.34
1011.21,25.16,444.98,68.31,60.23
1013.92,18.93,450.14,68.78,59.39
1007.77,10.55,473.6,99.1,41.26
1016.64,21.86,442.79,87.94,63.09
1019.92,25.57,444.81,58.34,62.96
1020.44,13.73,459.6,85.54,50.59
1028.11,14.26,465.22,66.81,44.47
1010.09,31.28,429.29,36.85,69.51
1017.33,27.08,439.47,54.68,66.05
1018.81,11.87,468.47,84.68,44.6
1015.58,31.92,430.07,41.55,68.3
1017.39,25.42,438.24,77.63,75.6
1003.61,26.08,438.61,57.8,48.6
1011.43,16.88,463.81,73.98,43.67
1015.41,27.75,430.33,73.01,69.89
1008.4,27.37,432.14,87.52,71.06
1013.92,22.74,447.85,84.03,58.41
1010.36,27.17,435.22,73.29,73.5
1020.46,18.99,457.55,77.16,56.65
1008.97,27.19,437.92,88.43,71.32
1004.7,27.46,432.64,70.15,67.69
1007.37,16.66,463.39,76.82,41.16
1018.24,26.39,442.22,61.27,66.05
1031.14,14.31,465.36,69.6,42.86
1014.41,12.1,462.28,90.22,41.58
1011.27,11.56,477.71,82.05,39.28
1020.07,10.34,480.84,79.17,41.74
1017.94,20.76,447.67,80.84,59.21
1013.61,12.09,469.29,81.28,38.25
1020.92,7.68,483.8,83.87,38.06
1013.65,22.78,452.03,57.06,58.96
1021.23,15.42,469.33,59.37,40.56
1014.49,21.08,453.87,63.33,46.93
1024.99,7.25,477.45,95.85,41.14
1011.02,28.25,439.67,43.77,66.54
1011.52,29.82,433.31,63.54,43.21
1018.58,14.55,454.14,80.8,41.7
1010.28,21.88,444.39,97.64,69.71
1007.24,31.07,432.96,72.03,70.98
1014.85,23.08,448.61,69.95,64.44
1011.08,19.95,453.03,88.04,57.25
1019.55,21.89,447.74,55.09,63.94
1008.57,30.11,432.33,69.25,70.8
1003.84,15.1,466.14,97.89,41.35
1012.88,16.59,465.03,59.61,43.56
1024.98,14.71,462.87,85.08,44.0
993.82,18.15,456.32,61.21,41.23
1018.44,12.24,474.18,69.27,34.03
1021.0,7.71,482.78,83.47,38.06
1007.62,28.15,431.83,70.03,72.99
1013.33,25.11,441.51,67.31,56.89
1013.28,26.82,436.36,50.86,69.23
1015.04,20.58,467.76,89.83,54.5
1004.12,25.04,433.83,63.01,66.48
1005.87,29.56,437.93,59.22,51.43
1017.47,18.92,453.72,68.75,44.06
997.91,14.72,467.11,82.69,41.23
1014.75,22.76,451.7,74.38,57.5
1010.88,25.74,441.9,70.87,63.73
1010.35,10.34,474.08,95.56,37.5
1025.54,14.64,462.64,91.12,44.92
1027.02,9.41,480.87,78.91,34.69
1007.32,4.96,481.88,98.78,45.87
1007.86,32.73,434.32,46.95,69.88
1026.47,9.11,480.74,74.79,36.66
1010.62,21.52,449.08,67.62,46.21
1011.06,19.39,456.25,94.35,51.43
1011.45,26.99,436.95,58.48,68.12
1010.81,30.68,435.4,61.4,71.8
1004.93,31.23,439.14,46.19,75.08
1009.3,14.24,466.2,83.75,39.99
1015.09,9.31,482.55,79.96,43.56
1013.58,16.1,471.46,74.41,36.71
1008.58,21.33,442.44,85.3,50.32
1018.51,17.4,457.59,75.31,43.14
1009.59,10.59,470.96,100.16,25.36
1004.11,29.42,434.66,64.53,74.9
1011.45,18.48,452.06,99.92,50.16
1007.55,26.91,434.24,72.59,70.47
1011.87,9.59,479.96,81.3,38.91
1013.76,25.01,447.12,43.65,68.63
1005.68,22.71,441.24,83.52,59.43
1009.88,26.55,438.95,79.54,60.23
1017.51,13.78,467.6,84.94,42.03
1004.73,28.32,436.31,72.71,71.64
1012.4,23.49,437.01,90.05,73.18
1014.35,22.76,448.73,48.85,49.21
1018.13,24.96,442.36,59.51,60.84
1007.89,20.31,449.54,73.7,45.87
1023.46,14.57,464.58,87.2,44.84
1011.38,27.17,437.06,65.32,61.02
1006.15,18.96,454.35,75.61,47.83
1004.31,29.23,428.87,81.46,68.14
1022.92,16.49,467.48,44.98,41.93
1014.91,20.08,461.07,36.27,44.6
1013.84,31.41,439.3,49.49,64.44
1018.72,12.12,462.1,84.42,40.0
1015.5,25.32,451.52,68.17,54.5
1009.33,20.21,447.06,83.96,69.94
1022.99,10.67,481.83,85.91,45.0
1017.28,22.44,452.71,63.68,58.16
1022.32,17.81,471.0,43.84,45.0
1007.11,20.85,449.57,87.2,48.7
1020.52,18.34,453.01,78.6,62.1
1011.46,29.6,430.55,52.69,71.14
1015.54,9.68,475.51,79.67,38.16
1012.23,28.69,431.36,68.57,73.18
1013.05,24.47,445.37,66.34,57.85
1013.18,19.6,456.57,68.71,48.14
1019.51,17.57,453.3,86.14,62.1
1011.45,26.21,439.55,41.37,56.85
1032.83,8.68,478.61,73.62,41.82
1019.76,24.94,443.48,58.44,62.96
1008.87,20.58,445.03,91.18,50.78
1012.74,17.79,459.13,79.03,40.12
1012.82,22.71,445.1,67.81,48.06
1010.65,25.53,445.59,82.04,59.57
1007.68,26.7,438.92,67.97,49.02
1017.6,27.43,442.71,43.33,63.87
1006.24,30.26,429.27,58.98,71.77
1005.73,29.08,435.57,57.18,67.07
1011.82,22.64,448.13,75.07,62.44
1013.21,23.75,441.61,76.01,68.51
1024.88,15.6,463.34,80.37,43.71
1015.46,28.55,432.59,34.04,66.51
1011.24,29.86,439.44,64.02,59.57
1020.4,15.63,465.28,74.77,37.87
1017.74,7.79,477.26,91.48,42.03
1007.5,30.06,436.89,72.48,69.14
1018.22,10.12,477.73,85.93,38.38
1014.15,10.86,476.87,88.36,44.85
1005.31,26.37,428.5,77.3,70.79
1010.99,23.05,442.39,69.73,65.94
1008.59,25.89,442.12,65.38,48.41
1005.75,22.77,436.75,84.26,69.84
1016.87,21.5,460.2,57.58,44.58
1011.13,11.01,476.69,83.09,40.22
1014.0,13.53,471.73,90.63,42.86
1018.23,25.91,443.2,62.65,75.6
1032.37,13.93,468.88,71.11,42.86
1002.59,9.96,475.91,65.86,41.55
1009.72,18.25,456.25,90.15,60.1
1005.11,22.59,436.69,92.62,66.54
1010.03,24.99,443.12,41.26,48.92
1015.7,23.78,443.79,62.95,58.86
1009.43,10.31,479.64,78.36,42.49
1014.86,15.25,463.93,76.87,52.9
1019.6,22.49,448.51,57.1,61.27
1021.93,14.04,468.64,86.12,44.21
1008.38,20.65,447.35,91.02,48.41
1017.07,24.79,440.05,68.23,75.6
1011.83,19.7,450.48,89.86,54.42
1009.55,15.48,467.06,66.74,41.66
1020.99,11.09,464.81,91.09,41.58
1008.89,27.22,440.85,70.62,69.04
1011.81,26.64,438.67,72.46,62.44
1016.31,15.21,468.18,58.26,35.4
1000.98,31.85,435.94,72.2,73.21
1010.86,12.54,461.08,83.42,41.62
1007.38,14.17,470.68,78.88,42.99
1027.67,11.48,464.07,90.5,41.14
1016.27,14.87,467.01,70.51,41.2
1004.63,29.5,439.43,52.17,72.86
1012.76,25.77,439.98,65.98,63.31
1007.17,25.99,432.41,83.23,71.32
1016.56,18.8,459.85,31.29,44.71
1008.98,21.23,450.92,82.14,61.5
1009.99,25.09,453.58,54.28,65.38
1010.89,23.54,434.45,80.76,70.32
1015.45,13.71,466.06,69.26,43.41
1011.89,12.6,475.42,80.88,40.35
1008.24,21.19,447.06,79.19,52.3
1006.43,25.21,439.01,78.55,51.43
1011.54,25.87,445.87,65.45,63.47
1000.67,29.48,433.53,79.35,73.21
1019.94,11.62,477.75,66.43,41.54
1008.92,14.57,464.11,69.16,25.88
1021.76,9.73,469.11,97.71,41.01
1008.82,24.25,443.8,60.55,50.78
1014.8,19.44,452.89,69.06,60.07
1020.02,13.32,465.57,78.78,44.2
1009.86,30.57,437.62,52.94,69.82
1006.54,26.88,434.77,93.7,79.74
1017.88,13.93,469.25,88.35,40.24
1013.28,28.56,437.45,49.95,65.27
1007.83,27.26,434.88,60.95,66.56
1020.09,12.68,464.93,83.32,41.16
1011.91,17.03,460.48,92.16,58.49
1013.68,16.66,466.07,70.66,36.71
1032.16,14.07,467.47,71.53,42.86
1004.78,12.41,468.14,80.02,45.87
1019.67,6.06,489.62,84.7,41.17
1023.17,7.79,471.82,97.11,41.16
1009.22,26.8,431.18,89.03,72.58
1018.5,14.68,458.51,83.3,58.2
1011.66,27.3,440.01,36.09,56.85
1027.08,8.99,478.95,73.98,36.3
1013.39,21.39,452.7,89.05,51.3
1006.03,27.37,435.64,67.07,76.2
1008.79,25.02,444.7,63.06,50.78
1023.17,6.8,477.8,95.4,41.16
1015.46,11.01,474.2,89.22,40.05
1017.7,27.91,440.53,48.29,64.79
1017.51,16.52,469.13,67.65,42.24
1009.0,29.23,437.95,71.41,69.59
1010.92,25.91,432.07,74.25,68.08
1016.21,15.55,457.53,88.5,40.66
1007.81,32.67,425.75,42.16,67.83
1021.98,11.1,462.07,94.14,40.92
1014.42,21.89,459.45,68.95,45.38
1009.05,32.48,438.17,40.47,69.75
1022.95,9.99,473.64,99.67,43.52
1020.55,18.87,455.22,82.87,62.96
1012.22,20.77,455.02,45.61,52.05
1017.5,6.61,483.88,63.88,38.68
1007.11,31.53,431.84,50.04,70.94
1014.91,12.93,474.88,55.7,43.13
1022.98,12.38,467.55,100.0,43.52
1012.12,32.2,437.35,42.47,69.68
1020.14,7.65,491.1,72.37,40.67
1014.05,15.51,465.85,72.92,36.71
1021.89,13.26,473.44,63.32,41.74
1006.73,21.16,435.71,78.11,78.11
1020.86,21.61,451.02,69.73,64.63
1019.95,13.95,465.24,86.46,41.49
1010.64,27.97,443.34,55.91,68.31
1012.66,26.63,442.0,61.19,64.44
1012.25,24.2,449.03,79.86,63.21
1016.11,8.23,484.67,82.11,43.79
1011.92,21.06,455.22,75.52,62.91
1009.3,16.02,455.48,82.62,44.9
1003.71,23.15,435.62,76.0,66.48
1011.1,24.44,434.34,87.62,69.13
1003.69,26.19,440.13,65.88,49.3
1020.82,20.09,449.47,74.16,63.94
1007.59,26.71,432.64,82.63,70.4
1008.93,10.63,474.81,98.14,37.5
1005.98,26.14,428.91,82.45,71.98
1007.3,25.9,439.36,78.38,59.54
1024.57,15.93,457.92,58.71,52.75
1013.17,13.09,470.14,46.73,43.02
1018.06,21.47,444.02,85.73,60.77
1007.51,13.57,472.04,88.95,42.99
1014.35,22.32,446.62,82.98,64.27
1014.21,22.08,458.74,73.73,41.54
1003.34,32.13,436.3,56.39,74.34
1007.86,18.32,460.27,45.62,42.28
1019.71,10.18,473.31,66.7,35.76
1011.78,23.07,437.08,76.06,69.23
1013.88,15.16,460.03,100.11,50.88
1012.48,12.24,473.22,89.85,41.2
1010.54,31.04,441.56,42.74,68.31
